lane_id,edge_id,from_node,to_node,speed,length
-E4_0,-E4,202478,J0,13.89,26.79
-E4_1,-E4,202478,J0,13.89,26.79
-E7_0,-E7,SN20220922004758D,SN20220922004828D,13.89,93.53
-E7_1,-E7,SN20220922004758D,SN20220922004828D,13.89,93.53
-E7_2,-E7,SN20220922004758D,SN20220922004828D,13.89,93.53
-E8_0,-E8,SN20220924160309A,SN20220924160119A,13.89,63.72
-E8_1,-E8,SN20220924160309A,SN20220924160119A,13.89,63.72
-E8_2,-E8,SN20220924160309A,SN20220924160119A,13.89,63.72
477603177_01_0,477603177_01,204922,201274,11.11,41.31
477603177_02_0,477603177_02,201274,204922,11.11,41.29
477603222_01_0,477603222_01,201276,201277,11.11,138.79
477603228_01_0,477603228_01,204922,201276,13.89,240.04
477603302_01_01_0,477603302_01_01,201634,SN20220925154015B,13.89,62.47
477603302_01_02_0,477603302_01_02,SN20220925154015B,201634,13.89,62.47
477603302_01_02_1,477603302_01_02,SN20220925154015B,201634,13.89,62.47
477603302_02_01_0,477603302_02_01,SN20220925154015B,201286,13.89,69.44
477603302_02_02_0,477603302_02_02,201286,SN20220925154015B,13.89,69.44
477603302_02_02_1,477603302_02_02,201286,SN20220925154015B,13.89,69.44
477603993_01_01_0,477603993_01_01,201290,SN20220925155410B,13.89,64.03
477603993_01_01_1,477603993_01_01,201290,SN20220925155410B,13.89,64.03
477603993_01_02_0,477603993_01_02,SN20220925155410B,201290,13.89,64.03
477603993_01_02_1,477603993_01_02,SN20220925155410B,201290,13.89,64.03
477603993_02_01_0,477603993_02_01,SN20220925155410B,201293,13.89,67.79
477603993_02_01_1,477603993_02_01,SN20220925155410B,201293,13.89,67.79
477603993_02_01_2,477603993_02_01,SN20220925155410B,201293,13.89,67.79
477603993_02_02_0,477603993_02_02,201293,SN20220925155410B,13.89,67.79
477603993_02_02_1,477603993_02_02,201293,SN20220925155410B,13.89,67.79
477604020_01_0,477604020_01,201329,201711,13.89,22.84
477604020_01_1,477604020_01,201329,201711,13.89,22.84
477604020_02_0,477604020_02,201711,201329,13.89,22.84
477604020_02_1,477604020_02,201711,201329,13.89,22.84
477604020_02_2,477604020_02,201711,201329,13.89,22.84
477604040_0101_01_0,477604040_0101_01,201289,SN20220925154358B,13.89,39.31
477604040_0101_01_1,477604040_0101_01,201289,SN20220925154358B,13.89,39.31
477604040_0101_02_0,477604040_0101_02,SN20220925154358B,201289,13.89,39.31
477604040_0101_02_1,477604040_0101_02,SN20220925154358B,201289,13.89,39.31
477604040_0102_01_0,477604040_0102_01,SN20220925154358B,SN20220925154341B,13.89,34.02
477604040_0102_01_1,477604040_0102_01,SN20220925154358B,SN20220925154341B,13.89,34.02
477604040_0102_02_0,477604040_0102_02,SN20220925154341B,SN20220925154358B,13.89,34.02
477604040_0102_02_1,477604040_0102_02,SN20220925154341B,SN20220925154358B,13.89,34.02
477604040_02_01_0,477604040_02_01,SN20220925154341B,201634,13.89,32.62
477604040_02_01_1,477604040_02_01,SN20220925154341B,201634,13.89,32.62
477604040_02_02_0,477604040_02_02,201634,SN20220925154341B,13.89,32.62
477604040_02_02_1,477604040_02_02,201634,SN20220925154341B,13.89,32.62
477604094_01_0,477604094_01,204827,201634,16.67,55.14
477604094_01_1,477604094_01,204827,201634,16.67,55.14
477604094_02_0,477604094_02,201634,204827,16.67,55.1
477604094_02_1,477604094_02,201634,204827,16.67,55.1
477604094_02_2,477604094_02,201634,204827,16.67,55.1
477604115_01_01_0,477604115_01_01,201290,SN20220925160051B,13.89,17.82
477604115_01_01_1,477604115_01_01,201290,SN20220925160051B,13.89,17.82
477604115_01_02_0,477604115_01_02,SN20220925160051B,201290,13.89,17.82
477604115_01_02_1,477604115_01_02,SN20220925160051B,201290,13.89,17.82
477604115_0201_01_0,477604115_0201_01,SN20220925160051B,SN20220925160108B,13.89,48.39
477604115_0201_01_1,477604115_0201_01,SN20220925160051B,SN20220925160108B,13.89,48.39
477604115_0201_01_2,477604115_0201_01,SN20220925160051B,SN20220925160108B,13.89,48.39
477604115_0201_02_0,477604115_0201_02,SN20220925160108B,SN20220925160051B,13.89,48.39
477604115_0201_02_1,477604115_0201_02,SN20220925160108B,SN20220925160051B,13.89,48.39
477604168_01_0,477604168_01,201277,201278,16.67,38.81
477604168_01_1,477604168_01,201277,201278,16.67,38.81
477604168_02_0,477604168_02,201278,201277,16.67,38.81
477604168_02_1,477604168_02,201278,201277,16.67,38.81
477604175_01_0,477604175_01,201277,204818,16.67,61.44
477604175_01_1,477604175_01,201277,204818,16.67,61.44
477604175_02_0,477604175_02,204818,201277,16.67,61.46
477604175_02_1,477604175_02,204818,201277,16.67,61.46
477604193_01_0,477604193_01,201282,201293,16.67,42.63
477604193_01_1,477604193_01,201282,201293,16.67,42.63
477604193_01_2,477604193_01,201282,201293,16.67,42.63
477604193_01_3,477604193_01,201282,201293,16.67,42.63
477604193_02_0,477604193_02,201293,201282,16.67,42.63
477604193_02_1,477604193_02,201293,201282,16.67,42.63
477604194_01_01_0,477604194_01_01,201282,SN20220925155155B,13.89,31.21
477604194_01_01_1,477604194_01_01,201282,SN20220925155155B,13.89,31.21
477604194_01_02_0,477604194_01_02,SN20220925155155B,201282,13.89,31.21
477604194_01_02_1,477604194_01_02,SN20220925155155B,201282,13.89,31.21
477604194_01_02_2,477604194_01_02,SN20220925155155B,201282,13.89,31.21
477604194_01_02_3,477604194_01_02,SN20220925155155B,201282,13.89,31.21
477604194_02_01_0,477604194_02_01,SN20220925155155B,201286,13.89,28.9
477604194_02_01_1,477604194_02_01,SN20220925155155B,201286,13.89,28.9
477604194_02_01_2,477604194_02_01,SN20220925155155B,201286,13.89,28.9
477604194_02_02_0,477604194_02_02,201286,SN20220925155155B,13.89,28.9
477604194_02_02_1,477604194_02_02,201286,SN20220925155155B,13.89,28.9
477604194_02_02_2,477604194_02_02,201286,SN20220925155155B,13.89,28.9
477604200_01_01_0,477604200_01_01,201286,SN20220925154612B,13.89,20.49
477604200_01_01_1,477604200_01_01,201286,SN20220925154612B,13.89,20.49
477604200_01_01_2,477604200_01_01,201286,SN20220925154612B,13.89,20.49
477604200_01_02_0,477604200_01_02,SN20220925154612B,201286,13.89,20.56
477604200_01_02_1,477604200_01_02,SN20220925154612B,201286,13.89,20.56
477604200_01_02_2,477604200_01_02,SN20220925154612B,201286,13.89,20.56
477604200_02_01_0,477604200_02_01,SN20220925154612B,204823,13.89,24.43
477604200_02_01_1,477604200_02_01,SN20220925154612B,204823,13.89,24.43
477604200_02_01_2,477604200_02_01,SN20220925154612B,204823,13.89,24.43
477604200_02_01_3,477604200_02_01,SN20220925154612B,204823,13.89,24.43
477604200_02_02_0,477604200_02_02,204823,SN20220925154612B,13.89,24.43
477604200_02_02_1,477604200_02_02,204823,SN20220925154612B,13.89,24.43
477604248_01_01_0,477604248_01_01,201278,SN20220924161517A,13.89,46.65
477604248_01_01_1,477604248_01_01,201278,SN20220924161517A,13.89,46.65
477604248_01_02_0,477604248_01_02,SN20220924161517A,201278,13.89,46.46
477604248_01_02_1,477604248_01_02,SN20220924161517A,201278,13.89,46.46
477604248_01_02_2,477604248_01_02,SN20220924161517A,201278,13.89,46.46
477604248_01_02_3,477604248_01_02,SN20220924161517A,201278,13.89,46.46
477604248_0201_01_0,477604248_0201_01,SN20220924161517A,SN20220924161525A,13.89,0.2
477604248_0201_01_1,477604248_0201_01,SN20220924161517A,SN20220924161525A,13.89,0.2
477604248_0201_01_2,477604248_0201_01,SN20220924161517A,SN20220924161525A,13.89,0.2
477604248_0201_02_0,477604248_0201_02,SN20220924161525A,SN20220924161517A,13.89,0.2
477604248_0201_02_1,477604248_0201_02,SN20220924161525A,SN20220924161517A,13.89,0.2
477604248_0201_02_2,477604248_0201_02,SN20220924161525A,SN20220924161517A,13.89,0.2
477604248_0202_01_0,477604248_0202_01,SN20220924161525A,201292,13.89,78.56
477604248_0202_01_1,477604248_0202_01,SN20220924161525A,201292,13.89,78.56
477604248_0202_01_2,477604248_0202_01,SN20220924161525A,201292,13.89,78.56
477604248_0202_02_0,477604248_0202_02,201292,SN20220924161525A,13.89,78.56
477604248_0202_02_1,477604248_0202_02,201292,SN20220924161525A,13.89,78.56
477604628_01_0,477604628_01,201329,201622,13.89,24.43
477604628_01_1,477604628_01,201329,201622,13.89,24.43
477604628_01_2,477604628_01,201329,201622,13.89,24.43
477604628_02_0,477604628_02,201622,201329,13.89,24.43
477604628_02_1,477604628_02,201622,201329,13.89,24.43
477604628_02_2,477604628_02,201622,201329,13.89,24.43
477604628_02_3,477604628_02,201622,201329,13.89,24.43
477604635_01_0,477604635_01,201329,201621,16.67,23.46
477604635_01_1,477604635_01,201329,201621,16.67,23.46
477604635_01_2,477604635_01,201329,201621,16.67,23.46
477604635_02_0,477604635_02,201621,201329,16.67,23.46
477604635_02_1,477604635_02,201621,201329,16.67,23.46
477604635_02_2,477604635_02,201621,201329,16.67,23.46
477604635_02_3,477604635_02,201621,201329,16.67,23.46
477604732_01_0,477604732_01,201276,201292,16.67,42.8
477604732_01_1,477604732_01,201276,201292,16.67,42.8
477604732_01_2,477604732_01,201276,201292,16.67,42.8
477604732_02_0,477604732_02,201292,201276,16.67,42.8
477604732_02_1,477604732_02,201292,201276,16.67,42.8
477604739_01_01_0,477604739_01_01,201276,SN20220920232517C,13.89,26.22
477604739_01_01_1,477604739_01_01,201276,SN20220920232517C,13.89,26.22
477604739_01_02_0,477604739_01_02,SN20220920232517C,201276,13.89,26.34
477604739_01_02_1,477604739_01_02,SN20220920232517C,201276,13.89,26.34
477604739_01_02_2,477604739_01_02,SN20220920232517C,201276,13.89,26.34
477604739_02_01_0,477604739_02_01,SN20220920232517C,204817,13.89,26.14
477604739_02_01_1,477604739_02_01,SN20220920232517C,204817,13.89,26.14
477604739_02_01_2,477604739_02_01,SN20220920232517C,204817,13.89,26.14
477604739_02_02_0,477604739_02_02,204817,SN20220920232517C,13.89,26.14
477604739_02_02_1,477604739_02_02,204817,SN20220920232517C,13.89,26.14
477604809_01_0,477604809_01,201300,201708,16.67,23.7
477604809_01_1,477604809_01,201300,201708,16.67,23.7
477604809_01_2,477604809_01,201300,201708,16.67,23.7
477604809_02_0,477604809_02,201708,201300,16.67,23.7
477604809_02_1,477604809_02,201708,201300,16.67,23.7
477604809_02_2,477604809_02,201708,201300,16.67,23.7
477604809_02_3,477604809_02,201708,201300,16.67,23.7
477604827_010101_01_0,477604827_010101_01,201292,SN20220920232039C,13.89,73.32
477604827_010101_01_1,477604827_010101_01,201292,SN20220920232039C,13.89,73.32
477604827_010101_02_0,477604827_010101_02,SN20220920232039C,201292,13.89,73.32
477604827_010101_02_1,477604827_010101_02,SN20220920232039C,201292,13.89,73.32
477604827_010101_02_2,477604827_010101_02,SN20220920232039C,201292,13.89,73.32
477604827_010102_01_0,477604827_010102_01,SN20220920232039C,SN20220920231902C,13.89,63.57
477604827_010102_01_1,477604827_010102_01,SN20220920232039C,SN20220920231902C,13.89,63.57
477604827_010102_01_2,477604827_010102_01,SN20220920232039C,SN20220920231902C,13.89,63.57
477604827_010102_02_0,477604827_010102_02,SN20220920231902C,SN20220920232039C,13.89,63.57
477604827_010102_02_1,477604827_010102_02,SN20220920231902C,SN20220920232039C,13.89,63.57
477604827_010102_02_2,477604827_010102_02,SN20220920231902C,SN20220920232039C,13.89,63.57
477604827_0102_01_0,477604827_0102_01,SN20220920231902C,SN20220920231858C,13.89,0.67
477604827_0102_01_1,477604827_0102_01,SN20220920231902C,SN20220920231858C,13.89,0.67
477604827_0102_01_2,477604827_0102_01,SN20220920231902C,SN20220920231858C,13.89,0.67
477604827_0102_02_0,477604827_0102_02,SN20220920231858C,SN20220920231902C,13.89,0.67
477604827_0102_02_1,477604827_0102_02,SN20220920231858C,SN20220920231902C,13.89,0.67
477604827_0102_02_2,477604827_0102_02,SN20220920231858C,SN20220920231902C,13.89,0.67
477604827_02_01_0,477604827_02_01,SN20220920231858C,201301,13.89,123.96
477604827_02_01_1,477604827_02_01,SN20220920231858C,201301,13.89,123.96
477604827_02_01_2,477604827_02_01,SN20220920231858C,201301,13.89,123.96
477604827_02_02_0,477604827_02_02,201301,SN20220920231858C,13.89,124.49
477604827_02_02_1,477604827_02_02,201301,SN20220920231858C,13.89,124.49
477605406_01_0,477605406_01,204920,201800,19.44,7.96
477605406_01_1,477605406_01,204920,201800,19.44,7.96
477605406_01_2,477605406_01,204920,201800,19.44,7.96
477605406_01_3,477605406_01,204920,201800,19.44,7.96
477605406_01_4,477605406_01,204920,201800,19.44,7.96
477605406_01_5,477605406_01,204920,201800,19.44,7.96
477605406_02_0,477605406_02,201800,204920,19.44,7.26
477605406_02_1,477605406_02,201800,204920,19.44,7.26
477605406_02_2,477605406_02,201800,204920,19.44,7.26
477605406_02_3,477605406_02,201800,204920,19.44,7.26
477605406_02_4,477605406_02,201800,204920,19.44,7.26
477605406_02_5,477605406_02,201800,204920,19.44,7.26
477605419_01_0,477605419_01,201330,201618,13.89,7.46
477605419_01_1,477605419_01,201330,201618,13.89,7.46
477605419_01_2,477605419_01,201330,201618,13.89,7.46
477605419_01_3,477605419_01,201330,201618,13.89,7.46
477605419_02_0,477605419_02,201618,201330,13.89,7.46
477605419_02_1,477605419_02,201618,201330,13.89,7.46
477605419_02_2,477605419_02,201618,201330,13.89,7.46
477605419_02_3,477605419_02,201618,201330,13.89,7.46
477605419_02_4,477605419_02,201618,201330,13.89,7.46
477605452_01_0,477605452_01,201305,201672,19.44,9.08
477605452_01_1,477605452_01,201305,201672,19.44,9.08
477605452_01_2,477605452_01,201305,201672,19.44,9.08
477605452_01_3,477605452_01,201305,201672,19.44,9.08
477605452_01_4,477605452_01,201305,201672,19.44,9.08
477605452_02_0,477605452_02,201672,201305,19.44,9.08
477605452_02_1,477605452_02,201672,201305,19.44,9.08
477605452_02_2,477605452_02,201672,201305,19.44,9.08
477605452_02_3,477605452_02,201672,201305,19.44,9.08
477605452_02_4,477605452_02,201672,201305,19.44,9.08
477605452_02_5,477605452_02,201672,201305,19.44,9.08
477605452_02_6,477605452_02,201672,201305,19.44,9.08
477605619_01_0,477605619_01,201305,201617,13.89,11.36
477605619_01_1,477605619_01,201305,201617,13.89,11.36
477605619_01_2,477605619_01,201305,201617,13.89,11.36
477605619_01_3,477605619_01,201305,201617,13.89,11.36
477605619_01_4,477605619_01,201305,201617,13.89,11.36
477605619_01_5,477605619_01,201305,201617,13.89,11.36
477605619_02_0,477605619_02,201617,201305,13.89,11.36
477605619_02_1,477605619_02,201617,201305,13.89,11.36
477605619_02_2,477605619_02,201617,201305,13.89,11.36
477605619_02_3,477605619_02,201617,201305,13.89,11.36
477605619_02_4,477605619_02,201617,201305,13.89,11.36
477605619_02_5,477605619_02,201617,201305,13.89,11.36
477605685_01_0,477605685_01,201330,201669,11.11,14.64
477605685_01_1,477605685_01,201330,201669,11.11,14.64
477605685_01_2,477605685_01,201330,201669,11.11,14.64
477605685_01_3,477605685_01,201330,201669,11.11,14.64
477605685_02_0,477605685_02,201669,201330,11.11,14.64
477605685_02_1,477605685_02,201669,201330,11.11,14.64
477605685_02_2,477605685_02,201669,201330,11.11,14.64
477605685_02_3,477605685_02,201669,201330,11.11,14.64
477605685_02_4,477605685_02,201669,201330,11.11,14.64
477610002_01_0,477610002_01,201300,202119,13.89,49.58
477610002_01_1,477610002_01,201300,202119,13.89,49.58
477610002_02_0,477610002_02,202119,201300,13.89,49.58
477610002_02_1,477610002_02,202119,201300,13.89,49.58
477610002_02_2,477610002_02,202119,201300,13.89,49.58
477610003_0101_01_0,477610003_0101_01,202119,SN20220920172616F,13.89,24.12
477610003_0101_01_1,477610003_0101_01,202119,SN20220920172616F,13.89,24.12
477610003_0101_02_0,477610003_0101_02,SN20220920172616F,202119,13.89,24.09
477610003_0101_02_1,477610003_0101_02,SN20220920172616F,202119,13.89,24.09
477610003_0101_02_2,477610003_0101_02,SN20220920172616F,202119,13.89,24.09
477610003_0102_01_0,477610003_0102_01,SN20220920172616F,SN20220920172609F,13.89,39.95
477610003_0102_01_1,477610003_0102_01,SN20220920172616F,SN20220920172609F,13.89,39.95
477610003_0102_02_0,477610003_0102_02,SN20220920172609F,SN20220920172616F,13.89,39.95
477610003_0102_02_1,477610003_0102_02,SN20220920172609F,SN20220920172616F,13.89,39.95
477610003_0102_02_2,477610003_0102_02,SN20220920172609F,SN20220920172616F,13.89,39.95
477610003_0102_02_3,477610003_0102_02,SN20220920172609F,SN20220920172616F,13.89,39.95
477610003_02_01_0,477610003_02_01,SN20220920172609F,203039,13.89,7.68
477610003_02_01_1,477610003_02_01,SN20220920172609F,203039,13.89,7.68
477610003_02_02_0,477610003_02_02,203039,SN20220920172609F,13.89,7.68
477610003_02_02_1,477610003_02_02,203039,SN20220920172609F,13.89,7.68
477610003_02_02_2,477610003_02_02,203039,SN20220920172609F,13.89,7.68
477610004_01_01_0,477610004_01_01,201670,SN20220924184144A,13.89,4.63
477610004_01_01_1,477610004_01_01,201670,SN20220924184144A,13.89,4.63
477610004_01_01_2,477610004_01_01,201670,SN20220924184144A,13.89,4.63
477610004_01_01_3,477610004_01_01,201670,SN20220924184144A,13.89,4.63
477610004_01_02_0,477610004_01_02,SN20220924184144A,201670,13.89,4.63
477610004_01_02_1,477610004_01_02,SN20220924184144A,201670,13.89,4.63
477610004_01_02_2,477610004_01_02,SN20220924184144A,201670,13.89,4.63
477610004_01_02_3,477610004_01_02,SN20220924184144A,201670,13.89,4.63
477610004_02_01_0,477610004_02_01,SN20220924184144A,201708,13.89,78.4
477610004_02_01_1,477610004_02_01,SN20220924184144A,201708,13.89,78.4
477610004_02_01_2,477610004_02_01,SN20220924184144A,201708,13.89,78.4
477610004_02_01_3,477610004_02_01,SN20220924184144A,201708,13.89,78.4
477610004_02_02_0,477610004_02_02,201708,SN20220924184144A,13.89,78.57
477610004_02_02_1,477610004_02_02,201708,SN20220924184144A,13.89,78.57
477610004_02_02_2,477610004_02_02,201708,SN20220924184144A,13.89,78.57
477610032_01_0,477610032_01,202116,202120,16.67,99.64
477610032_01_1,477610032_01,202116,202120,16.67,99.64
477610032_01_2,477610032_01,202116,202120,16.67,99.64
477610032_02_0,477610032_02,202120,202116,16.67,99.68
477610032_02_1,477610032_02,202120,202116,16.67,99.68
477610032_02_2,477610032_02,202120,202116,16.67,99.68
477610033_01_01_0,477610033_01_01,201621,SN20220924183457A,13.89,32.09
477610033_01_01_1,477610033_01_01,201621,SN20220924183457A,13.89,32.09
477610033_01_01_2,477610033_01_01,201621,SN20220924183457A,13.89,32.09
477610033_01_02_0,477610033_01_02,SN20220924183457A,201621,13.89,32.09
477610033_01_02_1,477610033_01_02,SN20220924183457A,201621,13.89,32.09
477610033_01_02_2,477610033_01_02,SN20220924183457A,201621,13.89,32.09
477610033_01_02_3,477610033_01_02,SN20220924183457A,201621,13.89,32.09
477610033_02_01_0,477610033_02_01,SN20220924183457A,202116,13.89,59.77
477610033_02_01_1,477610033_02_01,SN20220924183457A,202116,13.89,59.77
477610033_02_01_2,477610033_02_01,SN20220924183457A,202116,13.89,59.77
477610033_02_02_0,477610033_02_02,202116,SN20220924183457A,13.89,59.77
477610033_02_02_1,477610033_02_02,202116,SN20220924183457A,13.89,59.77
477610033_02_02_2,477610033_02_02,202116,SN20220924183457A,13.89,59.77
477610033_02_02_3,477610033_02_02,202116,SN20220924183457A,13.89,59.77
477610040_01_01_0,477610040_01_01,201329,SN20220924182413A,13.89,54.1
477610040_01_01_1,477610040_01_01,201329,SN20220924182413A,13.89,54.1
477610040_01_02_0,477610040_01_02,SN20220924182413A,201329,13.89,54.06
477610040_01_02_1,477610040_01_02,SN20220924182413A,201329,13.89,54.06
477610040_01_02_2,477610040_01_02,SN20220924182413A,201329,13.89,54.06
477610040_02_01_0,477610040_02_01,SN20220924182413A,202071,13.89,44.77
477610040_02_01_1,477610040_02_01,SN20220924182413A,202071,13.89,44.77
477610040_02_01_2,477610040_02_01,SN20220924182413A,202071,13.89,44.77
477610040_02_02_0,477610040_02_02,202071,SN20220924182413A,13.89,44.77
477610040_02_02_1,477610040_02_02,202071,SN20220924182413A,13.89,44.77
477610041_01_0,477610041_01,201620,201670,13.89,45.82
477610041_01_1,477610041_01,201620,201670,13.89,45.82
477610041_01_2,477610041_01,201620,201670,13.89,45.82
477610041_02_0,477610041_02,201670,201620,13.89,45.9
477610041_02_1,477610041_02,201670,201620,13.89,45.9
477610041_02_2,477610041_02,201670,201620,13.89,45.9
477610041_02_3,477610041_02,201670,201620,13.89,45.9
477610053_02020202_01_0,477610053_02020202_01,SN20220920170319F,201300,13.89,113.02
477610053_02020202_01_1,477610053_02020202_01,SN20220920170319F,201300,13.89,113.02
477610053_02020202_01_2,477610053_02020202_01,SN20220920170319F,201300,13.89,113.02
477610053_02020202_02_0,477610053_02020202_02,201300,SN20220920170319F,13.89,113.06
477610053_02020202_02_1,477610053_02020202_02,201300,SN20220920170319F,13.89,113.06
477610076_01_0,477610076_01,201306,201940,13.89,21.58
477610076_01_1,477610076_01,201306,201940,13.89,21.58
477610076_02_0,477610076_02,201940,201306,13.89,21.58
477610076_02_1,477610076_02,201940,201306,13.89,21.58
477610076_02_2,477610076_02,201940,201306,13.89,21.58
477610475_01_0,477610475_01,202071,202342,13.89,50.83
477610475_01_1,477610475_01,202071,202342,13.89,50.83
477610475_01_2,477610475_01,202071,202342,13.89,50.83
477610475_02_0,477610475_02,202342,202071,13.89,50.83
477610475_02_1,477610475_02,202342,202071,13.89,50.83
477643145_01_0,477643145_01,202476,202475,13.89,9.81
477643146_01_0,477643146_01,202477,202476,13.89,14.36
477643147_01_0,477643147_01,202475,202478,13.89,77.42
477643148_01_0,477643148_01,202478,202477,13.89,23.62
477643149_0101_01_0,477643149_0101_01,201617,SN20220622163510B,13.89,76.68
477643149_0101_01_1,477643149_0101_01,201617,SN20220622163510B,13.89,76.68
477643149_0101_01_2,477643149_0101_01,201617,SN20220622163510B,13.89,76.68
477643149_0101_01_3,477643149_0101_01,201617,SN20220622163510B,13.89,76.68
477643149_0101_01_4,477643149_0101_01,201617,SN20220622163510B,13.89,76.68
477643149_0101_01_5,477643149_0101_01,201617,SN20220622163510B,13.89,76.68
477643149_0101_02_0,477643149_0101_02,SN20220622163510B,201617,13.89,76.68
477643149_0101_02_1,477643149_0101_02,SN20220622163510B,201617,13.89,76.68
477643149_0101_02_2,477643149_0101_02,SN20220622163510B,201617,13.89,76.68
477643149_0101_02_3,477643149_0101_02,SN20220622163510B,201617,13.89,76.68
477643149_0101_02_4,477643149_0101_02,SN20220622163510B,201617,13.89,76.68
477643149_0101_02_5,477643149_0101_02,SN20220622163510B,201617,13.89,76.68
477643149_010201_01_0,477643149_010201_01,SN20220622163510B,SN20220623162151G,13.89,30.41
477643149_010201_01_1,477643149_010201_01,SN20220622163510B,SN20220623162151G,13.89,30.41
477643149_010201_01_2,477643149_010201_01,SN20220622163510B,SN20220623162151G,13.89,30.41
477643149_010201_01_3,477643149_010201_01,SN20220622163510B,SN20220623162151G,13.89,30.41
477643149_010201_01_4,477643149_010201_01,SN20220622163510B,SN20220623162151G,13.89,30.41
477643149_010201_01_5,477643149_010201_01,SN20220622163510B,SN20220623162151G,13.89,30.41
477643149_010201_01_6,477643149_010201_01,SN20220622163510B,SN20220623162151G,13.89,30.41
477643149_010201_02_0,477643149_010201_02,SN20220623162151G,SN20220622163510B,13.89,30.41
477643149_010201_02_1,477643149_010201_02,SN20220623162151G,SN20220622163510B,13.89,30.41
477643149_010201_02_2,477643149_010201_02,SN20220623162151G,SN20220622163510B,13.89,30.41
477643149_010201_02_3,477643149_010201_02,SN20220623162151G,SN20220622163510B,13.89,30.41
477643149_010201_02_4,477643149_010201_02,SN20220623162151G,SN20220622163510B,13.89,30.41
477643149_010201_02_5,477643149_010201_02,SN20220623162151G,SN20220622163510B,13.89,30.41
477643149_010202_01_0,477643149_010202_01,SN20220623162151G,SN20220622163504B,13.89,56.04
477643149_010202_01_1,477643149_010202_01,SN20220623162151G,SN20220622163504B,13.89,56.04
477643149_010202_01_2,477643149_010202_01,SN20220623162151G,SN20220622163504B,13.89,56.04
477643149_010202_01_3,477643149_010202_01,SN20220623162151G,SN20220622163504B,13.89,56.04
477643149_010202_01_4,477643149_010202_01,SN20220623162151G,SN20220622163504B,13.89,56.04
477643149_010202_01_5,477643149_010202_01,SN20220623162151G,SN20220622163504B,13.89,56.04
477643149_010202_02_0,477643149_010202_02,SN20220622163504B,SN20220623162151G,13.89,56.04
477643149_010202_02_1,477643149_010202_02,SN20220622163504B,SN20220623162151G,13.89,56.04
477643149_010202_02_2,477643149_010202_02,SN20220622163504B,SN20220623162151G,13.89,56.04
477643149_010202_02_3,477643149_010202_02,SN20220622163504B,SN20220623162151G,13.89,56.04
477643149_010202_02_4,477643149_010202_02,SN20220622163504B,SN20220623162151G,13.89,56.04
477643149_010202_02_5,477643149_010202_02,SN20220622163504B,SN20220623162151G,13.89,56.04
477643149_02_01_0,477643149_02_01,SN20220622163504B,202475,13.89,18.06
477643149_02_01_1,477643149_02_01,SN20220622163504B,202475,13.89,18.06
477643149_02_01_2,477643149_02_01,SN20220622163504B,202475,13.89,18.06
477643149_02_01_3,477643149_02_01,SN20220622163504B,202475,13.89,18.06
477643149_02_01_4,477643149_02_01,SN20220622163504B,202475,13.89,18.06
477643149_02_01_5,477643149_02_01,SN20220622163504B,202475,13.89,18.06
477643149_02_02_0,477643149_02_02,202475,SN20220622163504B,13.89,18.06
477643149_02_02_1,477643149_02_02,202475,SN20220622163504B,13.89,18.06
477643149_02_02_2,477643149_02_02,202475,SN20220622163504B,13.89,18.06
477643149_02_02_3,477643149_02_02,202475,SN20220622163504B,13.89,18.06
477643149_02_02_4,477643149_02_02,202475,SN20220622163504B,13.89,18.06
477643150_01_0,477643150_01,201669,202475,11.11,0.2
477643150_01_1,477643150_01,201669,202475,11.11,0.2
477643150_01_2,477643150_01,201669,202475,11.11,0.2
477643150_01_3,477643150_01,201669,202475,11.11,0.2
477643150_02_0,477643150_02,202475,201669,11.11,0.2
477643150_02_1,477643150_02,202475,201669,11.11,0.2
477643150_02_2,477643150_02,202475,201669,11.11,0.2
477643150_02_3,477643150_02,202475,201669,11.11,0.2
477643150_02_4,477643150_02,202475,201669,11.11,0.2
477643151_01_0,477643151_01,201330,202476,16.67,5.58
477643151_01_1,477643151_01,201330,202476,16.67,5.58
477643151_02_0,477643151_02,202476,201330,16.67,5.58
477643151_02_1,477643151_02,202476,201330,16.67,5.58
477643151_02_2,477643151_02,202476,201330,16.67,5.58
477643153_01_0,477643153_01,201618,202477,13.89,0.2
477643153_01_1,477643153_01,201618,202477,13.89,0.2
477643153_01_2,477643153_01,201618,202477,13.89,0.2
477643153_01_3,477643153_01,201618,202477,13.89,0.2
477643153_02_0,477643153_02,202477,201618,13.89,0.2
477643153_02_1,477643153_02,202477,201618,13.89,0.2
477643153_02_2,477643153_02,202477,201618,13.89,0.2
477643153_02_3,477643153_02,202477,201618,13.89,0.2
477643153_02_4,477643153_02,202477,201618,13.89,0.2
477643154_02020102_01_0,477643154_02020102_01,SN20220622161909J,SN20220622161808J,19.44,47.4
477643154_02020102_01_1,477643154_02020102_01,SN20220622161909J,SN20220622161808J,19.44,47.4
477643154_02020102_01_2,477643154_02020102_01,SN20220622161909J,SN20220622161808J,19.44,47.4
477643154_02020102_01_3,477643154_02020102_01,SN20220622161909J,SN20220622161808J,19.44,47.4
477643154_02020102_01_4,477643154_02020102_01,SN20220622161909J,SN20220622161808J,19.44,47.4
477643154_02020102_01_5,477643154_02020102_01,SN20220622161909J,SN20220622161808J,19.44,47.4
477643154_02020102_02_0,477643154_02020102_02,SN20220622161808J,SN20220622161909J,19.44,47.4
